"ASCOLTO_ID","PALINSESTO_ID","PROGRAMMA_ID","DATA_RILEVAZIONE","FASCIA_ORARIA","REGIONE","TELESPETTATORI","SHARE_PERCENTUALE","TARGET_COMMERCIALE","DISPOSITIVO"
281,29,1,"2024-03-27","Mattina","Calabria",812392,17.00,"Responsabili Acquisto","Streaming"
282,29,1,"2024-03-27","Mattina","Campania",1362745,10.00,"Adulti 25-54","Streaming"
283,29,1,"2024-03-27","Mattina","Emilia-Romagna",647203,15.00,"Giovani 15-34","TV Tradizionale"
284,29,1,"2024-03-27","Mattina","Lazio",1654809,5.00,"Tutti","Smart TV"
285,29,1,"2024-03-27","Mattina","Lombardia",1860733,15.00,"Giovani 15-34","Smart TV"
286,29,1,"2024-03-27","Mattina","Piemonte",838102,26.00,"Responsabili Acquisto","TV Tradizionale"
287,29,1,"2024-03-27","Mattina","Puglia",1397370,30.00,"Tutti","Smart TV"
288,29,1,"2024-03-27","Mattina","Sicilia",1215014,30.00,"Responsabili Acquisto","TV Tradizionale"
289,29,1,"2024-03-27","Mattina","Toscana",566315,17.00,"Adulti 25-54","Streaming"
290,29,1,"2024-03-27","Mattina","Veneto",1311564,7.00,"Tutti","Streaming"
291,30,1,"2024-03-30","Mattina","Calabria",1914556,7.00,"Responsabili Acquisto","Streaming"
292,30,1,"2024-03-30","Mattina","Campania",1398844,25.00,"Responsabili Acquisto","Streaming"
293,30,1,"2024-03-30","Mattina","Emilia-Romagna",513133,6.00,"Adulti 25-54","TV Tradizionale"
294,30,1,"2024-03-30","Mattina","Lazio",142902,33.00,"Responsabili Acquisto","Smart TV"
295,30,1,"2024-03-30","Mattina","Lombardia",1682836,32.00,"Giovani 15-34","Smart TV"
296,30,1,"2024-03-30","Mattina","Piemonte",368743,19.00,"Adulti 25-54","TV Tradizionale"
297,30,1,"2024-03-30","Mattina","Puglia",1762402,19.00,"Tutti","Smart TV"
298,30,1,"2024-03-30","Mattina","Sicilia",1619420,16.00,"Responsabili Acquisto","TV Tradizionale"
299,30,1,"2024-03-30","Mattina","Toscana",1004029,13.00,"Giovani 15-34","Streaming"
300,30,1,"2024-03-30","Mattina","Veneto",511579,13.00,"Giovani 15-34","Streaming"
301,31,2,"2024-01-02","Prime Time","Calabria",350572,34.00,"Responsabili Acquisto","Streaming"
302,31,2,"2024-01-02","Prime Time","Campania",466483,25.00,"Responsabili Acquisto","Streaming"
303,31,2,"2024-01-02","Prime Time","Emilia-Romagna",589362,5.00,"Responsabili Acquisto","TV Tradizionale"
304,31,2,"2024-01-02","Prime Time","Lazio",1720906,22.00,"Giovani 15-34","Smart TV"
305,31,2,"2024-01-02","Prime Time","Lombardia",544040,30.00,"Giovani 15-34","Smart TV"
306,31,2,"2024-01-02","Prime Time","Piemonte",66584,24.00,"Responsabili Acquisto","TV Tradizionale"
307,31,2,"2024-01-02","Prime Time","Puglia",91598,13.00,"Responsabili Acquisto","Smart TV"
308,31,2,"2024-01-02","Prime Time","Sicilia",1217396,6.00,"Tutti","TV Tradizionale"
309,31,2,"2024-01-02","Prime Time","Toscana",1829422,33.00,"Adulti 25-54","Streaming"
310,31,2,"2024-01-02","Prime Time","Veneto",249196,21.00,"Tutti","Streaming"
311,32,2,"2024-01-05","Prime Time","Calabria",890344,35.00,"Giovani 15-34","Streaming"
312,32,2,"2024-01-05","Prime Time","Campania",1058283,34.00,"Responsabili Acquisto","Streaming"
313,32,2,"2024-01-05","Prime Time","Emilia-Romagna",455062,21.00,"Adulti 25-54","TV Tradizionale"
314,32,2,"2024-01-05","Prime Time","Lazio",1655184,34.00,"Responsabili Acquisto","Smart TV"
315,32,2,"2024-01-05","Prime Time","Lombardia",1876908,25.00,"Tutti","Smart TV"
316,32,2,"2024-01-05","Prime Time","Piemonte",299706,10.00,"Responsabili Acquisto","TV Tradizionale"
317,32,2,"2024-01-05","Prime Time","Puglia",1665015,29.00,"Adulti 25-54","Smart TV"
318,32,2,"2024-01-05","Prime Time","Sicilia",888349,24.00,"Giovani 15-34","TV Tradizionale"
319,32,2,"2024-01-05","Prime Time","Toscana",1878652,22.00,"Adulti 25-54","Streaming"
320,32,2,"2024-01-05","Prime Time","Veneto",995543,5.00,"Tutti","Streaming"
321,33,2,"2024-01-08","Prime Time","Calabria",399063,29.00,"Responsabili Acquisto","Streaming"
322,33,2,"2024-01-08","Prime Time","Campania",1497836,24.00,"Tutti","Streaming"
323,33,2,"2024-01-08","Prime Time","Emilia-Romagna",1203513,30.00,"Responsabili Acquisto","TV Tradizionale"
324,33,2,"2024-01-08","Prime Time","Lazio",108814,16.00,"Adulti 25-54","Smart TV"
325,33,2,"2024-01-08","Prime Time","Lombardia",657927,26.00,"Responsabili Acquisto","Smart TV"
326,33,2,"2024-01-08","Prime Time","Piemonte",1279380,22.00,"Adulti 25-54","TV Tradizionale"
327,33,2,"2024-01-08","Prime Time","Puglia",675193,5.00,"Responsabili Acquisto","Smart TV"
328,33,2,"2024-01-08","Prime Time","Sicilia",785729,30.00,"Responsabili Acquisto","TV Tradizionale"
329,33,2,"2024-01-08","Prime Time","Toscana",1611556,13.00,"Tutti","Streaming"
330,33,2,"2024-01-08","Prime Time","Veneto",1985153,28.00,"Giovani 15-34","Streaming"
331,34,2,"2024-01-11","Prime Time","Calabria",1884064,34.00,"Tutti","Streaming"
332,34,2,"2024-01-11","Prime Time","Campania",261521,12.00,"Responsabili Acquisto","Streaming"
333,34,2,"2024-01-11","Prime Time","Emilia-Romagna",1351859,29.00,"Tutti","TV Tradizionale"
334,34,2,"2024-01-11","Prime Time","Lazio",1828485,31.00,"Responsabili Acquisto","Smart TV"
335,34,2,"2024-01-11","Prime Time","Lombardia",582762,22.00,"Giovani 15-34","Smart TV"
336,34,2,"2024-01-11","Prime Time","Piemonte",504397,28.00,"Responsabili Acquisto","TV Tradizionale"
337,34,2,"2024-01-11","Prime Time","Puglia",825129,6.00,"Adulti 25-54","Smart TV"
338,34,2,"2024-01-11","Prime Time","Sicilia",613124,18.00,"Giovani 15-34","TV Tradizionale"
339,34,2,"2024-01-11","Prime Time","Toscana",1584581,15.00,"Responsabili Acquisto","Streaming"
340,34,2,"2024-01-11","Prime Time","Veneto",1998449,26.00,"Tutti","Streaming"
341,35,2,"2024-01-14","Prime Time","Calabria",456858,19.00,"Giovani 15-34","Streaming"
342,35,2,"2024-01-14","Prime Time","Campania",150897,34.00,"Tutti","Streaming"
343,35,2,"2024-01-14","Prime Time","Emilia-Romagna",300964,19.00,"Tutti","TV Tradizionale"
344,35,2,"2024-01-14","Prime Time","Lazio",438342,17.00,"Tutti","Smart TV"
345,35,2,"2024-01-14","Prime Time","Lombardia",1768540,27.00,"Responsabili Acquisto","Smart TV"
346,35,2,"2024-01-14","Prime Time","Piemonte",170711,11.00,"Giovani 15-34","TV Tradizionale"
347,35,2,"2024-01-14","Prime Time","Puglia",1536048,30.00,"Adulti 25-54","Smart TV"
348,35,2,"2024-01-14","Prime Time","Sicilia",1120123,35.00,"Adulti 25-54","TV Tradizionale"
349,35,2,"2024-01-14","Prime Time","Toscana",603420,27.00,"Adulti 25-54","Streaming"
350,35,2,"2024-01-14","Prime Time","Veneto",658948,17.00,"Giovani 15-34","Streaming"
351,36,2,"2024-01-17","Prime Time","Calabria",1307302,14.00,"Giovani 15-34","Streaming"
352,36,2,"2024-01-17","Prime Time","Campania",1733805,14.00,"Giovani 15-34","Streaming"
353,36,2,"2024-01-17","Prime Time","Emilia-Romagna",1089438,11.00,"Adulti 25-54","TV Tradizionale"
354,36,2,"2024-01-17","Prime Time","Lazio",478331,11.00,"Adulti 25-54","Smart TV"
355,36,2,"2024-01-17","Prime Time","Lombardia",1362562,5.00,"Adulti 25-54","Smart TV"
356,36,2,"2024-01-17","Prime Time","Piemonte",75738,26.00,"Adulti 25-54","TV Tradizionale"
357,36,2,"2024-01-17","Prime Time","Puglia",868119,34.00,"Responsabili Acquisto","Smart TV"
358,36,2,"2024-01-17","Prime Time","Sicilia",1760622,7.00,"Tutti","TV Tradizionale"
359,36,2,"2024-01-17","Prime Time","Toscana",1573647,5.00,"Tutti","Streaming"
360,36,2,"2024-01-17","Prime Time","Veneto",1792042,10.00,"Adulti 25-54","Streaming"
361,37,2,"2024-01-20","Prime Time","Calabria",1428023,14.00,"Tutti","Streaming"
362,37,2,"2024-01-20","Prime Time","Campania",1256176,19.00,"Adulti 25-54","Streaming"
363,37,2,"2024-01-20","Prime Time","Emilia-Romagna",1101758,16.00,"Responsabili Acquisto","TV Tradizionale"
364,37,2,"2024-01-20","Prime Time","Lazio",348970,14.00,"Responsabili Acquisto","Smart TV"
365,37,2,"2024-01-20","Prime Time","Lombardia",1837425,13.00,"Adulti 25-54","Smart TV"
366,37,2,"2024-01-20","Prime Time","Piemonte",1222191,25.00,"Tutti","TV Tradizionale"
367,37,2,"2024-01-20","Prime Time","Puglia",1285593,12.00,"Tutti","Smart TV"
368,37,2,"2024-01-20","Prime Time","Sicilia",789055,13.00,"Adulti 25-54","TV Tradizionale"
369,37,2,"2024-01-20","Prime Time","Toscana",1238669,33.00,"Adulti 25-54","Streaming"
370,37,2,"2024-01-20","Prime Time","Veneto",535392,18.00,"Giovani 15-34","Streaming"
371,38,2,"2024-01-23","Prime Time","Calabria",1254768,23.00,"Giovani 15-34","Streaming"
372,38,2,"2024-01-23","Prime Time","Campania",1263919,15.00,"Giovani 15-34","Streaming"
373,38,2,"2024-01-23","Prime Time","Emilia-Romagna",896808,30.00,"Adulti 25-54","TV Tradizionale"
374,38,2,"2024-01-23","Prime Time","Lazio",1160865,19.00,"Responsabili Acquisto","Smart TV"
375,38,2,"2024-01-23","Prime Time","Lombardia",339506,26.00,"Responsabili Acquisto","Smart TV"
376,38,2,"2024-01-23","Prime Time","Piemonte",1331860,5.00,"Giovani 15-34","TV Tradizionale"
377,38,2,"2024-01-23","Prime Time","Puglia",824096,26.00,"Tutti","Smart TV"
378,38,2,"2024-01-23","Prime Time","Sicilia",530635,27.00,"Responsabili Acquisto","TV Tradizionale"
379,38,2,"2024-01-23","Prime Time","Toscana",1627333,8.00,"Giovani 15-34","Streaming"
380,38,2,"2024-01-23","Prime Time","Veneto",1768947,28.00,"Giovani 15-34","Streaming"
381,39,2,"2024-01-26","Prime Time","Calabria",1559271,25.00,"Giovani 15-34","Streaming"
382,39,2,"2024-01-26","Prime Time","Campania",629785,34.00,"Adulti 25-54","Streaming"
383,39,2,"2024-01-26","Prime Time","Emilia-Romagna",1335128,11.00,"Adulti 25-54","TV Tradizionale"
384,39,2,"2024-01-26","Prime Time","Lazio",247862,6.00,"Tutti","Smart TV"
385,39,2,"2024-01-26","Prime Time","Lombardia",367779,10.00,"Responsabili Acquisto","Smart TV"
386,39,2,"2024-01-26","Prime Time","Piemonte",1145965,33.00,"Responsabili Acquisto","TV Tradizionale"
387,39,2,"2024-01-26","Prime Time","Puglia",1285469,30.00,"Responsabili Acquisto","Smart TV"
388,39,2,"2024-01-26","Prime Time","Sicilia",1809727,35.00,"Giovani 15-34","TV Tradizionale"
389,39,2,"2024-01-26","Prime Time","Toscana",1730336,25.00,"Adulti 25-54","Streaming"
390,39,2,"2024-01-26","Prime Time","Veneto",679624,6.00,"Tutti","Streaming"
391,40,2,"2024-01-29","Prime Time","Calabria",93903,7.00,"Adulti 25-54","Streaming"
392,40,2,"2024-01-29","Prime Time","Campania",1142186,18.00,"Tutti","Streaming"
393,40,2,"2024-01-29","Prime Time","Emilia-Romagna",1569972,22.00,"Giovani 15-34","TV Tradizionale"
394,40,2,"2024-01-29","Prime Time","Lazio",1204571,32.00,"Tutti","Smart TV"
395,40,2,"2024-01-29","Prime Time","Lombardia",251284,26.00,"Responsabili Acquisto","Smart TV"
396,40,2,"2024-01-29","Prime Time","Piemonte",649598,6.00,"Giovani 15-34","TV Tradizionale"
397,40,2,"2024-01-29","Prime Time","Puglia",1809390,11.00,"Responsabili Acquisto","Smart TV"
398,40,2,"2024-01-29","Prime Time","Sicilia",911899,29.00,"Tutti","TV Tradizionale"
399,40,2,"2024-01-29","Prime Time","Toscana",1818467,26.00,"Tutti","Streaming"
400,40,2,"2024-01-29","Prime Time","Veneto",1680898,30.00,"Responsabili Acquisto","Streaming"
401,41,2,"2024-02-01","Prime Time","Calabria",1681631,33.00,"Responsabili Acquisto","Streaming"
402,41,2,"2024-02-01","Prime Time","Campania",1883111,7.00,"Giovani 15-34","Streaming"
403,41,2,"2024-02-01","Prime Time","Emilia-Romagna",1500921,25.00,"Responsabili Acquisto","TV Tradizionale"
404,41,2,"2024-02-01","Prime Time","Lazio",789221,32.00,"Adulti 25-54","Smart TV"
405,41,2,"2024-02-01","Prime Time","Lombardia",1600893,19.00,"Giovani 15-34","Smart TV"
406,41,2,"2024-02-01","Prime Time","Piemonte",245721,5.00,"Responsabili Acquisto","TV Tradizionale"
407,41,2,"2024-02-01","Prime Time","Puglia",1368104,18.00,"Adulti 25-54","Smart TV"
408,41,2,"2024-02-01","Prime Time","Sicilia",517462,18.00,"Giovani 15-34","TV Tradizionale"
409,41,2,"2024-02-01","Prime Time","Toscana",483027,31.00,"Giovani 15-34","Streaming"
410,41,2,"2024-02-01","Prime Time","Veneto",1051200,9.00,"Adulti 25-54","Streaming"
411,42,2,"2024-02-04","Prime Time","Calabria",1129991,15.00,"Giovani 15-34","Streaming"
412,42,2,"2024-02-04","Prime Time","Campania",308582,35.00,"Giovani 15-34","Streaming"
413,42,2,"2024-02-04","Prime Time","Emilia-Romagna",317389,15.00,"Adulti 25-54","TV Tradizionale"
414,42,2,"2024-02-04","Prime Time","Lazio",1322298,23.00,"Responsabili Acquisto","Smart TV"
415,42,2,"2024-02-04","Prime Time","Lombardia",212162,25.00,"Responsabili Acquisto","Smart TV"
416,42,2,"2024-02-04","Prime Time","Piemonte",692496,12.00,"Responsabili Acquisto","TV Tradizionale"
417,42,2,"2024-02-04","Prime Time","Puglia",450836,29.00,"Responsabili Acquisto","Smart TV"
418,42,2,"2024-02-04","Prime Time","Sicilia",774312,22.00,"Responsabili Acquisto","TV Tradizionale"
419,42,2,"2024-02-04","Prime Time","Toscana",203920,15.00,"Tutti","Streaming"
420,42,2,"2024-02-04","Prime Time","Veneto",474957,18.00,"Adulti 25-54","Streaming"
421,43,2,"2024-02-07","Prime Time","Calabria",1117934,11.00,"Giovani 15-34","Streaming"
422,43,2,"2024-02-07","Prime Time","Campania",234861,8.00,"Adulti 25-54","Streaming"
423,43,2,"2024-02-07","Prime Time","Emilia-Romagna",117449,11.00,"Giovani 15-34","TV Tradizionale"
424,43,2,"2024-02-07","Prime Time","Lazio",974328,12.00,"Responsabili Acquisto","Smart TV"
425,43,2,"2024-02-07","Prime Time","Lombardia",1598823,11.00,"Giovani 15-34","Smart TV"
426,43,2,"2024-02-07","Prime Time","Piemonte",368225,34.00,"Adulti 25-54","TV Tradizionale"
427,43,2,"2024-02-07","Prime Time","Puglia",1381192,11.00,"Responsabili Acquisto","Smart TV"
428,43,2,"2024-02-07","Prime Time","Sicilia",1047243,33.00,"Adulti 25-54","TV Tradizionale"
429,43,2,"2024-02-07","Prime Time","Toscana",801662,27.00,"Responsabili Acquisto","Streaming"
430,43,2,"2024-02-07","Prime Time","Veneto",1731523,7.00,"Responsabili Acquisto","Streaming"
431,44,2,"2024-02-10","Prime Time","Calabria",1370317,14.00,"Responsabili Acquisto","Streaming"
432,44,2,"2024-02-10","Prime Time","Campania",1975728,29.00,"Adulti 25-54","Streaming"
433,44,2,"2024-02-10","Prime Time","Emilia-Romagna",1485028,6.00,"Responsabili Acquisto","TV Tradizionale"
434,44,2,"2024-02-10","Prime Time","Lazio",1250973,13.00,"Tutti","Smart TV"
435,44,2,"2024-02-10","Prime Time","Lombardia",1592313,32.00,"Tutti","Smart TV"
436,44,2,"2024-02-10","Prime Time","Piemonte",266211,10.00,"Tutti","TV Tradizionale"
437,44,2,"2024-02-10","Prime Time","Puglia",438990,20.00,"Adulti 25-54","Smart TV"
438,44,2,"2024-02-10","Prime Time","Sicilia",1529657,6.00,"Giovani 15-34","TV Tradizionale"
439,44,2,"2024-02-10","Prime Time","Toscana",502261,18.00,"Responsabili Acquisto","Streaming"
440,44,2,"2024-02-10","Prime Time","Veneto",1072490,24.00,"Responsabili Acquisto","Streaming"
441,45,2,"2024-02-13","Prime Time","Calabria",548062,6.00,"Adulti 25-54","Streaming"
442,45,2,"2024-02-13","Prime Time","Campania",1956627,5.00,"Adulti 25-54","Streaming"
443,45,2,"2024-02-13","Prime Time","Emilia-Romagna",1050482,16.00,"Tutti","TV Tradizionale"
444,45,2,"2024-02-13","Prime Time","Lazio",1357811,27.00,"Tutti","Smart TV"
445,45,2,"2024-02-13","Prime Time","Lombardia",580830,20.00,"Responsabili Acquisto","Smart TV"
446,45,2,"2024-02-13","Prime Time","Piemonte",773440,22.00,"Tutti","TV Tradizionale"
447,45,2,"2024-02-13","Prime Time","Puglia",994543,13.00,"Responsabili Acquisto","Smart TV"
448,45,2,"2024-02-13","Prime Time","Sicilia",201526,27.00,"Responsabili Acquisto","TV Tradizionale"
449,45,2,"2024-02-13","Prime Time","Toscana",1425881,6.00,"Responsabili Acquisto","Streaming"
450,45,2,"2024-02-13","Prime Time","Veneto",708010,7.00,"Adulti 25-54","Streaming"
451,46,2,"2024-02-16","Prime Time","Calabria",1903334,35.00,"Adulti 25-54","Streaming"
452,46,2,"2024-02-16","Prime Time","Campania",917315,19.00,"Responsabili Acquisto","Streaming"
453,46,2,"2024-02-16","Prime Time","Emilia-Romagna",710989,27.00,"Responsabili Acquisto","TV Tradizionale"
454,46,2,"2024-02-16","Prime Time","Lazio",831829,11.00,"Tutti","Smart TV"
455,46,2,"2024-02-16","Prime Time","Lombardia",216165,9.00,"Responsabili Acquisto","Smart TV"
456,46,2,"2024-02-16","Prime Time","Piemonte",1254295,21.00,"Tutti","TV Tradizionale"
457,46,2,"2024-02-16","Prime Time","Puglia",1277937,29.00,"Adulti 25-54","Smart TV"
458,46,2,"2024-02-16","Prime Time","Sicilia",359057,29.00,"Giovani 15-34","TV Tradizionale"
459,46,2,"2024-02-16","Prime Time","Toscana",522273,30.00,"Giovani 15-34","Streaming"
460,46,2,"2024-02-16","Prime Time","Veneto",969818,5.00,"Tutti","Streaming"
461,47,2,"2024-02-19","Prime Time","Calabria",287832,21.00,"Tutti","Streaming"
462,47,2,"2024-02-19","Prime Time","Campania",89866,35.00,"Adulti 25-54","Streaming"
463,47,2,"2024-02-19","Prime Time","Emilia-Romagna",105538,35.00,"Giovani 15-34","TV Tradizionale"
464,47,2,"2024-02-19","Prime Time","Lazio",1891155,10.00,"Responsabili Acquisto","Smart TV"
465,47,2,"2024-02-19","Prime Time","Lombardia",553825,6.00,"Responsabili Acquisto","Smart TV"
466,47,2,"2024-02-19","Prime Time","Piemonte",350537,17.00,"Adulti 25-54","TV Tradizionale"
467,47,2,"2024-02-19","Prime Time","Puglia",278734,19.00,"Giovani 15-34","Smart TV"
468,47,2,"2024-02-19","Prime Time","Sicilia",1640201,22.00,"Tutti","TV Tradizionale"
469,47,2,"2024-02-19","Prime Time","Toscana",295533,25.00,"Responsabili Acquisto","Streaming"
470,47,2,"2024-02-19","Prime Time","Veneto",1161445,28.00,"Giovani 15-34","Streaming"
471,48,2,"2024-02-22","Prime Time","Calabria",1979309,30.00,"Adulti 25-54","Streaming"
472,48,2,"2024-02-22","Prime Time","Campania",1118585,12.00,"Tutti","Streaming"
473,48,2,"2024-02-22","Prime Time","Emilia-Romagna",119942,27.00,"Tutti","TV Tradizionale"
474,48,2,"2024-02-22","Prime Time","Lazio",210699,17.00,"Adulti 25-54","Smart TV"
475,48,2,"2024-02-22","Prime Time","Lombardia",508756,17.00,"Giovani 15-34","Smart TV"
476,48,2,"2024-02-22","Prime Time","Piemonte",1325097,16.00,"Responsabili Acquisto","TV Tradizionale"
477,48,2,"2024-02-22","Prime Time","Puglia",998636,9.00,"Tutti","Smart TV"
478,48,2,"2024-02-22","Prime Time","Sicilia",1836032,31.00,"Tutti","TV Tradizionale"
479,48,2,"2024-02-22","Prime Time","Toscana",242729,21.00,"Responsabili Acquisto","Streaming"
480,48,2,"2024-02-22","Prime Time","Veneto",328859,12.00,"Responsabili Acquisto","Streaming"
481,49,2,"2024-02-25","Prime Time","Calabria",336267,6.00,"Giovani 15-34","Streaming"
482,49,2,"2024-02-25","Prime Time","Campania",289071,28.00,"Tutti","Streaming"
483,49,2,"2024-02-25","Prime Time","Emilia-Romagna",921306,27.00,"Tutti","TV Tradizionale"
484,49,2,"2024-02-25","Prime Time","Lazio",509043,12.00,"Giovani 15-34","Smart TV"
485,49,2,"2024-02-25","Prime Time","Lombardia",1702233,15.00,"Adulti 25-54","Smart TV"
486,49,2,"2024-02-25","Prime Time","Piemonte",752926,5.00,"Tutti","TV Tradizionale"
487,49,2,"2024-02-25","Prime Time","Puglia",366423,9.00,"Tutti","Smart TV"
488,49,2,"2024-02-25","Prime Time","Sicilia",1524898,5.00,"Tutti","TV Tradizionale"
489,49,2,"2024-02-25","Prime Time","Toscana",1801815,17.00,"Tutti","Streaming"
490,49,2,"2024-02-25","Prime Time","Veneto",745142,11.00,"Responsabili Acquisto","Streaming"
491,50,2,"2024-02-28","Prime Time","Calabria",1958834,13.00,"Tutti","Streaming"
492,50,2,"2024-02-28","Prime Time","Campania",317434,16.00,"Responsabili Acquisto","Streaming"
493,50,2,"2024-02-28","Prime Time","Emilia-Romagna",1650804,30.00,"Adulti 25-54","TV Tradizionale"
494,50,2,"2024-02-28","Prime Time","Lazio",163492,5.00,"Giovani 15-34","Smart TV"
495,50,2,"2024-02-28","Prime Time","Lombardia",879241,19.00,"Adulti 25-54","Smart TV"
496,50,2,"2024-02-28","Prime Time","Piemonte",1964128,34.00,"Tutti","TV Tradizionale"
497,50,2,"2024-02-28","Prime Time","Puglia",1846605,9.00,"Adulti 25-54","Smart TV"
498,50,2,"2024-02-28","Prime Time","Sicilia",1119708,31.00,"Giovani 15-34","TV Tradizionale"
499,50,2,"2024-02-28","Prime Time","Toscana",578858,17.00,"Tutti","Streaming"
500,50,2,"2024-02-28","Prime Time","Veneto",1634704,14.00,"Giovani 15-34","Streaming"
501,51,2,"2024-03-02","Prime Time","Calabria",1570403,33.00,"Responsabili Acquisto","Streaming"
502,51,2,"2024-03-02","Prime Time","Campania",1310799,6.00,"Adulti 25-54","Streaming"
503,51,2,"2024-03-02","Prime Time","Emilia-Romagna",165691,13.00,"Adulti 25-54","TV Tradizionale"
504,51,2,"2024-03-02","Prime Time","Lazio",1641302,30.00,"Responsabili Acquisto","Smart TV"
505,51,2,"2024-03-02","Prime Time","Lombardia",641094,28.00,"Tutti","Smart TV"
506,51,2,"2024-03-02","Prime Time","Piemonte",1256066,17.00,"Adulti 25-54","TV Tradizionale"
507,51,2,"2024-03-02","Prime Time","Puglia",901705,30.00,"Tutti","Smart TV"
508,51,2,"2024-03-02","Prime Time","Sicilia",1846768,29.00,"Responsabili Acquisto","TV Tradizionale"
509,51,2,"2024-03-02","Prime Time","Toscana",1266895,18.00,"Giovani 15-34","Streaming"
510,51,2,"2024-03-02","Prime Time","Veneto",1824434,26.00,"Adulti 25-54","Streaming"
511,52,2,"2024-03-05","Prime Time","Calabria",482119,29.00,"Adulti 25-54","Streaming"
512,52,2,"2024-03-05","Prime Time","Campania",64720,9.00,"Giovani 15-34","Streaming"
513,52,2,"2024-03-05","Prime Time","Emilia-Romagna",959726,32.00,"Giovani 15-34","TV Tradizionale"
514,52,2,"2024-03-05","Prime Time","Lazio",1605722,8.00,"Tutti","Smart TV"
515,52,2,"2024-03-05","Prime Time","Lombardia",254892,14.00,"Tutti","Smart TV"
516,52,2,"2024-03-05","Prime Time","Piemonte",704484,26.00,"Giovani 15-34","TV Tradizionale"
517,52,2,"2024-03-05","Prime Time","Puglia",1712582,5.00,"Giovani 15-34","Smart TV"
518,52,2,"2024-03-05","Prime Time","Sicilia",862799,18.00,"Adulti 25-54","TV Tradizionale"
519,52,2,"2024-03-05","Prime Time","Toscana",1133638,27.00,"Adulti 25-54","Streaming"
520,52,2,"2024-03-05","Prime Time","Veneto",1576351,30.00,"Giovani 15-34","Streaming"
